timestamp,open,high,low,close,volume
2019-08-25 20:00:00-04:00,2559.95,2585.0,2542.05,2567.2,115716
2019-08-26 20:00:00-04:00,2575.0,2584.0,2533.95,2540.7,112159
2019-08-27 20:00:00-04:00,2557.5,2569.0,2503.45,2512.1,101472
2019-08-28 20:00:00-04:00,2515.0,2534.95,2495.1,2527.8,126466
2019-08-29 20:00:00-04:00,2530.2,2568.0,2513.0,2557.5,111198
2019-09-02 20:00:00-04:00,2558.35,2567.0,2522.8,2532.8,102444
2019-09-03 20:00:00-04:00,2539.9,2610.0,2537.5,2602.7,109021
2019-09-04 20:00:00-04:00,2636.75,2692.1,2636.75,2682.45,173063
2019-09-05 20:00:00-04:00,2684.1,2746.15,2675.05,2739.95,156424
2019-09-08 20:00:00-04:00,2729.1,2764.0,2729.1,2749.2,144618
2019-09-10 20:00:00-04:00,2752.0,2777.9,2741.25,2761.0,125689
2019-09-11 20:00:00-04:00,2766.0,2788.0,2747.85,2767.05,100104
2019-09-12 20:00:00-04:00,2781.65,2793.2,2693.6,2731.55,188622
2019-09-15 20:00:00-04:00,2731.0,2762.6,2703.6,2725.3,155556
2019-09-16 20:00:00-04:00,2735.0,2762.35,2730.6,2738.05,89303
2019-09-17 20:00:00-04:00,2739.8,2761.9,2715.15,2743.65,90455
2019-09-18 20:00:00-04:00,2740.1,2748.2,2709.95,2732.55,93833
2019-09-19 20:00:00-04:00,2738.0,2862.0,2711.45,2837.8,121051
2019-09-22 20:00:00-04:00,2840.0,2840.0,2701.0,2767.25,195964
2019-09-23 20:00:00-04:00,2766.7,2845.0,2715.05,2785.25,155593
2019-09-24 20:00:00-04:00,2750.15,2784.0,2750.15,2773.35,149318
2019-09-25 20:00:00-04:00,2790.0,2795.9,2745.0,2774.85,126629
2019-09-26 20:00:00-04:00,2782.0,2786.0,2720.5,2730.8,124202
2019-09-29 20:00:00-04:00,2734.0,2742.55,2691.45,2702.25,219107
2019-09-30 20:00:00-04:00,2690.0,2719.75,2645.45,2689.35,158400
2019-10-02 20:00:00-04:00,2679.8,2684.4,2636.5,2677.15,67338
2019-10-03 20:00:00-04:00,2687.0,2699.0,2611.35,2617.7,112138
2019-10-06 20:00:00-04:00,2630.0,2645.0,2576.25,2616.45,112124
2019-10-08 20:00:00-04:00,2624.75,2676.0,2600.3,2663.4,104463
2019-10-09 20:00:00-04:00,2626.15,2659.55,2612.05,2633.5,82796
2019-10-10 20:00:00-04:00,2645.0,2658.45,2607.0,2651.4,166254
2019-10-13 20:00:00-04:00,2652.0,2682.6,2638.65,2651.9,73266
2019-10-14 20:00:00-04:00,2662.0,2696.9,2654.55,2684.65,72585
2019-10-15 20:00:00-04:00,2711.0,2726.85,2687.05,2701.45,73842
2019-10-16 20:00:00-04:00,2711.0,2734.0,2699.65,2727.4,73341
2019-10-17 20:00:00-04:00,2720.0,2744.95,2710.05,2724.85,84339
2019-10-21 20:00:00-04:00,2722.25,2820.35,2711.7,2810.75,90588
2019-10-22 20:00:00-04:00,2806.8,2841.25,2755.95,2826.7,174015
2019-10-23 20:00:00-04:00,2839.75,2849.65,2770.2,2825.3,96085
2019-10-24 20:00:00-04:00,2824.0,2824.0,2780.0,2785.6,122297
2019-10-28 20:00:00-04:00,2775.0,2820.0,2753.45,2802.5,101639
2019-10-29 20:00:00-04:00,2829.0,2829.0,2741.85,2759.9,124362
2019-10-30 20:00:00-04:00,2779.9,2814.9,2770.1,2783.2,143357
2019-10-31 20:00:00-04:00,2784.0,2827.9,2737.35,2756.6,289684
2019-11-03 19:00:00-05:00,2765.25,2809.0,2748.55,2797.8,138135
2019-11-04 19:00:00-05:00,2793.8,2848.9,2792.35,2815.7,111519
2019-11-05 19:00:00-05:00,2820.1,2880.0,2820.1,2862.7,188332
2019-11-06 19:00:00-05:00,2862.0,2882.45,2829.0,2871.05,99528
2019-11-07 19:00:00-05:00,2860.0,2860.0,2812.35,2822.1,95875
2019-11-10 19:00:00-05:00,2812.35,2827.35,2795.0,2815.75,97342
2019-11-12 19:00:00-05:00,2820.0,2823.85,2756.2,2763.15,114838
2019-11-13 19:00:00-05:00,2775.0,2775.0,2725.1,2734.05,152740
2019-11-14 19:00:00-05:00,2748.0,2748.0,2712.55,2730.8,87592
2019-11-17 19:00:00-05:00,2733.0,2759.0,2733.0,2737.0,88794
2019-11-18 19:00:00-05:00,2741.0,2760.4,2724.5,2743.0,103838
2019-11-19 19:00:00-05:00,2746.35,2863.0,2746.35,2838.65,198187
2019-11-20 19:00:00-05:00,2828.0,2886.0,2823.55,2879.25,193413
2019-11-21 19:00:00-05:00,2855.0,2904.75,2843.0,2871.25,117113
2019-11-24 19:00:00-05:00,2860.0,2933.55,2850.05,2920.65,95052
2019-11-25 19:00:00-05:00,2920.25,2975.0,2907.15,2965.85,175358
2019-11-26 19:00:00-05:00,2960.0,2990.05,2942.3,2972.0,139547
2019-11-27 19:00:00-05:00,2968.1,2982.6,2943.05,2976.75,75297
2019-11-28 19:00:00-05:00,2974.7,2974.7,2895.3,2913.85,109826
2019-12-01 19:00:00-05:00,2918.0,2918.0,2852.0,2871.7,140585
2019-12-02 19:00:00-05:00,2879.0,2887.2,2851.65,2858.35,83540
2019-12-03 19:00:00-05:00,2860.0,2885.9,2858.35,2877.85,87134
2019-12-04 19:00:00-05:00,2879.8,2879.8,2849.1,2871.6,114871
2019-12-05 19:00:00-05:00,2887.7,2949.0,2872.05,2890.8,170048
2019-12-08 19:00:00-05:00,2899.0,2941.85,2891.9,2908.75,131157
2019-12-09 19:00:00-05:00,2908.75,2908.75,2877.5,2897.5,76306
2019-12-10 19:00:00-05:00,2900.0,2915.0,2875.0,2887.8,108111
2019-12-11 19:00:00-05:00,2900.0,2918.8,2890.0,2905.65,78270
2019-12-12 19:00:00-05:00,2865.1,2865.1,2773.75,2821.5,172737
2019-12-15 19:00:00-05:00,2835.0,2849.95,2798.2,2816.35,92047
2019-12-16 19:00:00-05:00,2828.0,2844.75,2811.0,2826.9,83513
2019-12-17 19:00:00-05:00,2840.0,2876.25,2827.1,2873.45,131866
2019-12-18 19:00:00-05:00,2874.0,2892.35,2842.0,2869.55,85390
2019-12-19 19:00:00-05:00,2865.3,2881.25,2855.75,2863.35,70098
2019-12-22 19:00:00-05:00,2867.6,2917.95,2867.6,2908.4,98445
2019-12-23 19:00:00-05:00,2918.9,2918.9,2886.05,2895.95,55498
2019-12-25 19:00:00-05:00,2896.55,2914.75,2860.1,2865.6,71200
2019-12-26 19:00:00-05:00,2875.0,2905.0,2861.6,2897.6,77259
2019-12-29 19:00:00-05:00,2882.3,2928.0,2875.0,2888.85,84570
2019-12-30 19:00:00-05:00,2890.0,2914.85,2864.05,2879.4,73522
2020-01-01 19:00:00-05:00,2883.8,2892.4,2860.35,2864.9,84887
2020-01-02 19:00:00-05:00,2864.9,2896.95,2852.05,2883.9,85744
2020-01-05 19:00:00-05:00,2871.0,2897.8,2854.2,2878.85,59591
2020-01-06 19:00:00-05:00,2890.0,2910.0,2878.0,2884.2,83598
2020-01-07 19:00:00-05:00,2875.0,2905.0,2866.0,2897.25,69769
2020-01-08 19:00:00-05:00,2911.6,2936.55,2901.0,2920.5,81633
2020-01-09 19:00:00-05:00,2930.0,3006.95,2925.65,2933.0,151257
2020-01-12 19:00:00-05:00,2932.9,2966.5,2915.7,2954.7,104301
2020-01-13 19:00:00-05:00,2954.8,2968.75,2932.0,2947.8,79335
2020-01-14 19:00:00-05:00,2946.15,2946.3,2900.0,2918.65,106873
2020-01-15 19:00:00-05:00,2928.0,2951.25,2921.65,2937.45,92308
2020-01-16 19:00:00-05:00,2944.4,3049.0,2940.0,3034.35,160644
2020-01-19 19:00:00-05:00,3043.0,3079.7,3032.25,3059.6,158670
2020-01-20 19:00:00-05:00,3055.55,3079.5,3036.6,3060.45,128160
2020-01-21 19:00:00-05:00,3060.55,3105.05,3047.4,3062.05,105795
2020-01-22 19:00:00-05:00,3055.3,3078.7,3024.6,3038.15,104796
2020-01-23 19:00:00-05:00,3044.0,3047.05,3025.2,3031.4,84325
2020-01-26 19:00:00-05:00,3029.0,3208.95,3002.2,3188.75,286970
2020-01-27 19:00:00-05:00,3190.0,3249.95,3158.1,3189.15,269328
2020-01-28 19:00:00-05:00,3189.15,3200.0,3102.45,3148.25,200033
2020-01-29 19:00:00-05:00,3152.3,3169.0,3118.55,3154.85,119634
2020-01-30 19:00:00-05:00,3155.25,3191.25,3102.55,3114.5,128555
2020-01-31 19:00:00-05:00,3114.5,3140.0,3096.85,3123.05,43280
2020-02-02 19:00:00-05:00,3124.0,3173.0,3121.75,3144.15,106728
2020-02-03 19:00:00-05:00,3154.0,3276.05,3152.05,3241.85,161696
2020-02-04 19:00:00-05:00,3235.0,3250.0,3121.7,3133.35,147706
2020-02-05 19:00:00-05:00,3167.6,3176.8,3136.7,3158.95,99952
2020-02-06 19:00:00-05:00,3159.85,3185.0,3137.0,3166.7,115376
2020-02-09 19:00:00-05:00,3166.45,3173.0,3113.0,3149.1,68901
2020-02-10 19:00:00-05:00,3159.9,3203.75,3135.75,3191.2,100536
2020-02-11 19:00:00-05:00,3172.15,3213.6,3165.5,3195.7,91133
2020-02-12 19:00:00-05:00,3222.75,3336.35,3198.0,3324.6,233011
2020-02-13 19:00:00-05:00,3305.2,3332.95,3277.0,3304.3,146223
2020-02-16 19:00:00-05:00,3325.8,3341.7,3287.2,3295.55,126684
2020-02-17 19:00:00-05:00,3288.0,3288.0,3233.25,3251.35,147652
2020-02-18 19:00:00-05:00,3258.0,3298.35,3258.0,3278.15,70997
2020-02-19 19:00:00-05:00,3289.3,3363.75,3242.5,3255.3,139772
2020-02-23 19:00:00-05:00,3257.0,3257.0,3166.5,3176.3,97563
2020-02-24 19:00:00-05:00,3182.0,3182.0,3057.0,3086.9,182888
2020-02-25 19:00:00-05:00,3097.0,3115.5,3060.3,3075.35,140168
2020-02-26 19:00:00-05:00,3094.0,3094.0,3030.0,3067.05,142650
2020-02-27 19:00:00-05:00,3030.0,3088.5,2905.25,2927.1,217644
2020-03-01 19:00:00-05:00,2961.0,2994.95,2877.5,2905.55,126340
2020-03-02 19:00:00-05:00,2940.0,3076.95,2931.25,3043.7,160371
2020-03-03 19:00:00-05:00,3065.0,3185.7,3036.0,3171.35,228931
2020-03-04 19:00:00-05:00,3171.0,3230.0,3166.55,3184.45,142285
2020-03-05 19:00:00-05:00,3085.2,3205.25,3085.2,3170.95,158698
2020-03-08 20:00:00-04:00,3158.75,3189.0,3026.35,3061.25,130660
2020-03-10 20:00:00-04:00,3070.0,3082.0,2984.0,3000.6,163083
2020-03-11 20:00:00-04:00,2948.0,2982.5,2803.55,2850.4,134489
2020-03-12 20:00:00-04:00,2729.95,3135.4,2610.0,2885.1,136953
2020-03-15 20:00:00-04:00,2790.0,2980.85,2760.0,2826.95,173479
2020-03-16 20:00:00-04:00,2830.0,2904.0,2757.75,2781.2,159324
2020-03-17 20:00:00-04:00,2801.8,2801.8,2621.4,2668.45,148407
2020-03-18 20:00:00-04:00,2608.0,2679.2,2498.0,2623.95,127433
2020-03-19 20:00:00-04:00,2641.0,2949.0,2641.0,2897.25,182467
2020-03-22 20:00:00-04:00,2680.25,3045.85,2680.25,2768.4,155253
2020-03-23 20:00:00-04:00,2850.0,2960.0,2801.1,2857.95,169772
2020-03-24 20:00:00-04:00,2827.25,2948.9,2795.7,2922.0,114484
2020-03-25 20:00:00-04:00,2975.2,3066.55,2879.4,2948.55,102061
2020-03-26 20:00:00-04:00,2952.8,3046.95,2850.0,2916.5,116256
2020-03-29 20:00:00-04:00,2879.6,3050.0,2811.3,2994.25,172435
2020-03-30 20:00:00-04:00,3050.0,3152.0,3039.25,3120.75,143260
2020-03-31 20:00:00-04:00,3119.95,3144.0,3066.0,3095.0,116648
2020-04-02 20:00:00-04:00,3085.0,3218.25,3025.7,3146.8,164608
2020-04-06 20:00:00-04:00,3250.0,3612.6,3213.95,3583.2,247544
2020-04-07 20:00:00-04:00,3525.0,3764.65,3477.05,3683.0,206725
2020-04-08 20:00:00-04:00,3740.0,3809.85,3594.85,3621.55,220539
2020-04-12 20:00:00-04:00,3694.0,3855.0,3612.1,3746.6,215813
2020-04-14 20:00:00-04:00,3825.0,3893.6,3777.0,3807.6,196327
2020-04-15 20:00:00-04:00,3806.4,3890.0,3790.05,3860.65,183301
2020-04-16 20:00:00-04:00,3970.0,3997.9,3823.6,3929.55,178291
2020-04-19 20:00:00-04:00,3923.55,3924.9,3810.3,3844.75,158926
2020-04-20 20:00:00-04:00,3835.0,4046.05,3823.65,4016.4,232625
2020-04-21 20:00:00-04:00,3989.95,4094.3,3962.75,4056.8,199224
2020-04-22 20:00:00-04:00,4031.0,4086.0,4010.0,4027.1,163448
2020-04-23 20:00:00-04:00,4010.0,4046.95,3974.9,4002.8,157641
2020-04-26 20:00:00-04:00,4002.8,4064.95,3955.3,3980.3,167881
2020-04-27 20:00:00-04:00,4030.0,4030.0,3892.05,3949.75,145307
2020-04-28 20:00:00-04:00,3949.75,3957.1,3872.55,3880.7,182512
2020-04-29 20:00:00-04:00,3933.1,4090.0,3895.2,3936.3,214225
2020-05-03 20:00:00-04:00,3850.0,4001.25,3850.0,3939.0,168631
2020-05-04 20:00:00-04:00,3980.0,3985.0,3807.65,3833.9,132670
2020-05-05 20:00:00-04:00,3851.0,3880.0,3805.05,3852.5,137223
2020-05-06 20:00:00-04:00,3908.9,3936.0,3818.55,3837.65,138582
2020-05-07 20:00:00-04:00,3900.1,4094.85,3900.1,3984.0,206044
2020-05-10 20:00:00-04:00,3977.8,3977.8,3850.0,3862.0,168437
2020-05-11 20:00:00-04:00,3863.2,3901.9,3760.0,3773.4,159699
2020-05-12 20:00:00-04:00,3849.0,3849.0,3736.35,3779.6,127360
2020-05-13 20:00:00-04:00,3790.0,3819.95,3719.0,3732.0,158786
2020-05-14 20:00:00-04:00,3746.0,3778.9,3718.3,3735.1,151515
2020-05-17 20:00:00-04:00,3760.15,3760.15,3614.65,3679.15,147945
2020-05-18 20:00:00-04:00,3700.15,3722.0,3660.15,3699.6,158896
2020-05-19 20:00:00-04:00,3720.9,3929.6,3693.2,3910.2,258969
2020-05-20 20:00:00-04:00,3950.0,3950.5,3828.05,3847.5,220301
2020-05-21 20:00:00-04:00,3840.6,3910.0,3811.0,3892.85,159723
2020-05-25 20:00:00-04:00,3899.0,3939.0,3853.45,3864.3,168118
2020-05-26 20:00:00-04:00,3864.75,3900.0,3814.0,3883.0,140596
2020-05-27 20:00:00-04:00,3895.0,3910.8,3842.75,3887.75,151545
2020-05-28 20:00:00-04:00,3880.0,4090.05,3870.0,4071.25,195107
2020-05-31 20:00:00-04:00,4077.6,4091.6,3941.25,3953.55,203049
2020-06-01 20:00:00-04:00,3985.0,4006.95,3887.05,3895.3,241010
2020-06-02 20:00:00-04:00,3928.8,3990.0,3914.05,3962.4,127508
2020-06-03 20:00:00-04:00,3959.9,4056.0,3956.85,3998.9,157643
2020-06-04 20:00:00-04:00,4019.45,4050.0,3993.25,4024.9,145940
2020-06-07 20:00:00-04:00,4034.9,4034.9,3943.0,3967.6,113180
2020-06-08 20:00:00-04:00,3930.0,4142.0,3930.0,4123.8,245806
2020-06-09 20:00:00-04:00,4145.0,4190.0,4087.7,4112.5,184528
2020-06-10 20:00:00-04:00,4113.0,4127.95,4039.5,4057.6,120864
2020-06-11 20:00:00-04:00,3992.0,4036.6,3981.05,4007.95,126399
2020-06-14 20:00:00-04:00,4048.0,4126.9,3963.85,4012.3,177190
2020-06-15 20:00:00-04:00,4065.0,4078.75,3952.75,4005.45,153286
2020-06-16 20:00:00-04:00,4005.45,4042.75,3972.0,3985.2,123689
2020-06-17 20:00:00-04:00,4010.0,4052.4,3992.0,4007.0,112469
2020-06-18 20:00:00-04:00,4020.25,4044.9,3993.0,4005.6,125307
2020-06-21 20:00:00-04:00,4032.0,4061.9,4011.2,4032.85,118030
2020-06-22 20:00:00-04:00,4047.9,4129.95,4040.1,4108.85,167959
2020-06-23 20:00:00-04:00,4112.45,4135.7,4029.05,4042.65,99411
2020-06-24 20:00:00-04:00,4030.0,4041.0,3976.6,4006.6,144884
2020-06-25 20:00:00-04:00,4015.0,4065.0,3966.0,3998.6,146511
2020-06-28 20:00:00-04:00,3998.0,4044.0,3960.0,3973.85,121095
2020-06-29 20:00:00-04:00,4000.0,4009.6,3926.0,3944.95,126285
2020-06-30 20:00:00-04:00,3965.2,3966.0,3885.85,3911.45,125490
2020-07-01 20:00:00-04:00,3946.0,3979.0,3901.0,3920.55,155666
2020-07-02 20:00:00-04:00,3940.0,3967.0,3910.0,3921.45,104722
2020-07-05 20:00:00-04:00,3925.0,3940.0,3877.0,3892.0,109896
2020-07-06 20:00:00-04:00,3894.9,3919.0,3814.0,3823.5,165363
2020-07-07 20:00:00-04:00,3831.0,3944.7,3831.0,3886.7,212961
2020-07-08 20:00:00-04:00,3905.0,3917.0,3855.0,3896.6,114186
2020-07-09 20:00:00-04:00,3899.7,3957.0,3885.0,3905.45,157569
